,ID1_G,ID2_G,ID_T_G,ID_R_G,DATE_G,DF_ACE,AVR_DF,DF_PFS,DF_PSS,WIN,Break,H2H,DF_POINT,DF_RANK,PPM,complet,FATIGUE
1248,37235,40233,12981,10,2016-05-06 00:00:00,0.8571428571,0.4285714286,-0.0885004089,-0.1350792247,0.4065934066,0.1338173731,0,0,0,0.0119997714,16.468707483,0
1249,5736,23235,12981,10,2016-05-06 00:00:00,-0.9791858679,-0.2824884793,-0.013340971,-0.0038417777,0.0092165899,0.0105590971,0,0,0,-0.0088302278,26.1316733364,0
1250,48876,41119,12983,10,2016-05-06 00:00:00,1.1428571429,-0.7142857143,-0.0689864139,-0.2287655971,0.2857142857,-0.0070500928,0,0,0,0.0314014478,4.5576994434,0
1251,52016,16692,12983,10,2016-05-06 00:00:00,-0.3571428571,-2.6428571429,-0.0412121023,-0.0883909096,0.2857142857,-0.0445288838,0,0,0,0.0484171495,6.1728053692,0
1252,24721,21396,13128,9,2016-05-06 00:00:00,-0.5452383966,-1.6788561547,-0.0936717739,-0.1437018621,0.3181818182,0.0798795899,0,-21,233,0.0486980261,21.1228868841,0
1253,10051,27113,13128,9,2016-05-06 00:00:00,0.3956894617,-0.307587498,-0.0292758552,-0.0513067559,0.0638888889,0.0861646229,0,135,-578,0.0662976278,63.7696834966,0
1254,23471,8662,13130,10,2016-05-06 00:00:00,1.3559084082,0.0596631076,0.0400379556,0.0394701399,-0.1523378582,-0.077068078,0,16,-22,-0.0187101646,8.4452212989,0
1255,25539,27116,13130,10,2016-05-06 00:00:00,1.5432824474,0.9450800915,0.0083270195,-0.0253355253,0.0297482838,-0.0700350882,0,17,-167,-0.0419400105,49.5829304552,0
1256,36821,23643,13136,10,2016-05-06 00:00:00,-3.6375064287,-2.3472222222,-0.0562602624,-0.0383370841,0.1055555556,0.0246226803,0,-16,125,0.0385815944,-77.9397595677,0
1257,22269,21757,13136,10,2016-05-06 00:00:00,-3.3809931507,-1.5053082192,-0.0382464327,-0.0357017336,0.0556506849,0.0348651166,0,6,-13,0.0144498887,-90.4885854547,0
1258,22429,25934,13138,9,2016-05-06 00:00:00,1.7296597916,0.841588785,-0.0576939774,-0.0724529345,0.1640186916,-0.1304112419,0,11,-187,-0.003294078,130.2457340918,0
1259,12194,28171,13138,9,2016-05-06 00:00:00,-2.7890475001,-0.7112123065,-0.0020049775,0.0351828212,-0.075307377,0.0630961674,0,11,-96,0.0118871214,-63.7971688398,0
1260,9109,13940,13138,9,2016-05-06 00:00:00,-0.7635810212,-0.0306818182,-0.1545175923,-0.2223997194,0.4068181818,0.2365921232,0,67,-454,0.1325900552,61.6224181315,0
1261,21070,26143,13138,9,2016-05-06 00:00:00,2.6618420437,0.022033147,0.0083420087,-0.0120714176,0.0541144902,-0.0050431988,0,30,-294,0.0229353535,134.8871977872,0
1262,26218,4146,12980,9,2016-05-06 00:00:00,-2.8145500238,-0.1848650288,-0.0219841281,-0.0222469088,0.0015165302,0.0411399203,0,-672,724,0.0367331945,-563.8175299492,0
1263,20847,619,12983,10,2016-05-06 00:00:00,3.8121212121,0.5754505929,0.0256774393,-0.029898235,0.0846197827,-0.022018539,0,-649,499,-0.0340253378,249.2057455858,0
1264,11224,891,13129,10,2016-05-06 00:00:00,-4.7763384223,-0.0787337848,-0.0262913869,-0.0019102568,-0.0109976877,0.0541691488,0,-269,307,0.037588643,-505.8525419442,0
1265,30856,30839,13129,10,2016-05-06 00:00:00,3.0441254979,-2.3652597403,-0.0522109689,-0.1520379848,0.3685064935,0.0424835268,0,5,-29,0.0126348888,102.8203960753,0
1266,2247,32073,13134,9,2016-05-06 00:00:00,0.1900057365,-3.3169642857,-0.0712497919,-0.0997987235,0.2366071429,0.0889559597,0,18,-217,0.0689665944,25.7429734456,0
1267,15075,8787,13134,9,2016-05-06 00:00:00,2.8545145855,0.9025573192,0.0202123057,0.0324047954,0.0401234568,-0.0726261678,0,-65,356,-0.0245358528,88.7521120062,0
1268,18483,25451,13134,9,2016-05-06 00:00:00,-1.9820535225,-0.2915239726,-0.028537268,-0.0189950578,0.0359589041,0.0580069467,0,-5,61,0.0363473034,-67.2891081988,0
1269,10990,12525,13134,9,2016-05-06 00:00:00,-1.7702240886,-0.6590038314,-0.0303305665,-0.0238902539,0.0644772852,0.0366199529,0,-181,297,0.0529739938,-204.011687544,0
1270,8806,22434,12810,9,2016-05-06 00:00:00,-7.8057823129,-0.4719047619,-0.0574523091,-0.0505114252,0.0836054422,0.0125277324,0,1415,-808,0.0417018739,-235.240034928,0
1271,677,11923,12810,9,2016-05-06 00:00:00,-0.0132464712,-0.5796738077,-0.0645896165,-0.1065288279,0.2909363528,0.0720501157,0,9339,-190,0.0480774846,52.1769819691,0
1272,935,3054,12980,9,2016-05-06 00:00:00,0.2432459856,0.0764552777,0.0054008542,-0.0004902845,-0.0542390862,-0.0411606028,0,330,-64,-0.0124456296,-65.3227046854,0
1273,13277,18017,12983,10,2016-05-06 00:00:00,-2.0461835749,-1.7928502415,-0.0358090481,-0.0163285421,0.0528502415,0.0144402562,0,6,-22,0.0200161625,-169.2275649964,0
1274,48876,52016,12983,12,2016-05-06 00:00:00,0.3571428571,-0.2857142857,0.011392355,-0.0085819704,-0.0714285714,0.240741005,0,0,0,0.0222730043,0.3620431156,0
1275,7451,21623,13126,10,2016-05-06 00:00:00,1.3075472602,0.0965876348,-0.0162049024,-0.0610448821,0.0862170955,0.0120462567,0,70,-203,0.0109000204,109.1016109672,0
1276,11528,10813,13126,10,2016-05-06 00:00:00,0.7086895361,-0.107183908,0.0066103261,0.0158723723,0.0244252874,0.0666523563,0,-73,446,0.0172473115,-108.6978439958,0
1277,23147,18669,13135,9,2016-05-06 00:00:00,3.2788337085,-0.8043010753,-0.0072189144,-0.0740893098,0.1838709677,-0.1955718565,0,6,-104,-0.0477918862,182.365174195,0
1278,29665,24932,13135,9,2016-05-06 00:00:00,0.4174640174,-0.4455151964,-0.0560901819,-0.0773408107,0.184086978,0.0257705692,0,9,-33,0.0285525502,5.3888078,0
1279,40434,20559,13135,9,2016-05-06 00:00:00,1.4985318135,-0.9391304348,-0.0461857844,-0.0887283726,0.1252173913,0.0589418504,0,13,-37,-0.0139243636,21.7669071132,0
1280,25368,28684,13135,9,2016-05-06 00:00:00,1.590383914,2.20281191,0.0281788596,-0.054637918,0.1100478469,0.1078601445,0,3,-27,0.031450005,43.4466435607,0
1281,18771,11358,13137,9,2016-05-06 00:00:00,0.8667213294,0.6603728654,0.0100168095,0.0018450242,0.0189933523,-0.0073635556,0,-121,468,-0.012519306,29.6278637061,0
1282,22068,21822,13137,9,2016-05-06 00:00:00,0.5712848095,0.126984127,-0.0323751576,-0.1049587451,0.1693121693,-0.0136593565,0,-9,19,-0.0013582422,11.4852243609,0
1283,14477,25757,13137,9,2016-05-06 00:00:00,-0.4908630782,-2.0565250308,0.006519559,0.0181400908,-0.0182072829,0.0938025617,0,-2,-1,-0.0118096798,21.9409844727,0
1284,7555,24073,13137,9,2016-05-06 00:00:00,0.7150371239,1.6719879801,-0.0239195692,-0.0991194635,0.1269430052,-0.0474484086,0,95,-414,-0.0026470578,178.9540848256,0
1285,30507,5150,12810,9,2016-05-06 00:00:00,1.9200875753,1.3384252058,0.0066949897,-0.0147727367,-0.0153754292,-0.0269375582,0,0,0,-0.0186054771,-225.5455436774,0
1286,25332,36588,12810,9,2016-05-06 00:00:00,-1.5087719298,-0.4368166794,0.0013201307,0.0214103252,-0.0582252733,0.0035748109,0,0,0,0.0120780018,126.1634124186,0
1287,38278,49879,12810,9,2016-05-06 00:00:00,1.2514285714,1.9523809524,0.0006854576,-0.0148554077,-0.059047619,0.0085543821,0,0,0,-0.0175662005,122.2801272537,0
1288,5992,11704,12810,9,2016-05-06 00:00:00,-9.8632704469,-1.4606650936,-0.101828867,-0.0654747544,0.189584104,0.0927259565,0,12375,-30,0.1004984816,-738.4236689019,0
1289,16999,18122,12985,1,2016-05-07 00:00:00,-3.9129497953,-0.476405947,-0.0369602534,-0.0180372879,-0.0086188321,0.1356667842,0,-28,114,0.047888721,-251.1155845788,0
1290,15021,8308,12985,1,2016-05-07 00:00:00,-0.1645014984,0.2946978534,-0.0287957626,-0.0308327546,0.1194570136,-0.0067213976,0,-3,6,0.0119501304,31.9752220561,0
1291,13608,18720,13127,10,2016-05-06 00:00:00,1.4421682925,-0.4954533973,0.0836952586,0.0895088716,-0.1355140187,-0.03888387,0,15,-57,-0.0633014169,18.4766838348,0
1292,23012,14967,13127,10,2016-05-06 00:00:00,1.5588371799,0.2263450835,0.0155494169,0.020397469,-0.0108225108,0.0137899743,0,-20,245,-0.0154342646,62.2865104694,0
1293,19910,30849,13132,9,2016-05-06 00:00:00,-0.8150415239,-0.4040910328,-0.0230829212,-0.0444405246,-0.0046296296,-0.0679231992,0,30,-225,-0.0323016134,44.3618480138,0
1294,8354,23998,13132,9,2016-05-06 00:00:00,3.7857954545,4.3140045487,0.0198800788,-0.0430523412,0.05625,-0.0185773731,0,4,-11,-0.0087251368,82.3766706471,0
1295,30087,20846,13132,9,2016-05-06 00:00:00,-4.7870996222,2.2083333333,0.0001715018,0.0185490818,-0.087962963,0.0528308947,0,0,100,0.0370709735,-145.2174308958,0
1296,11575,10636,13132,9,2016-05-06 00:00:00,0.5618917417,2.5595437253,-0.0216125767,-0.0999728389,0.1393258427,0.0207173692,0,82,-489,0.0211141284,20.6728426995,0
1297,11388,23259,13139,9,2016-05-06 00:00:00,0.16167604,-0.1378378378,-0.0321961446,-0.0353433005,0.1158301158,0.0456411087,0,8,-156,0.0033009138,10.8056631058,0
1298,6100,34337,13139,9,2016-05-06 00:00:00,2.3012871968,0.0745967742,0.0234961826,0.0758799739,-0.1518817204,0.0051875515,0,82,-491,-0.0944104288,180.5684339215,0
1299,1742,12544,13139,9,2016-05-06 00:00:00,0.0146275278,-0.6484356892,0.033899511,0.0658758927,-0.1101494886,-0.0301224187,0,112,-537,-0.034040543,135.4072125852,0
1300,6820,13722,13139,9,2016-05-06 00:00:00,1.3185060083,-0.2272424974,0.0061809675,0.0042931231,0.0363175676,-0.0082425407,0,121,-319,-0.0047110356,186.0650617771,0
1301,12896,13073,12985,1,2016-05-07 00:00:00,5.157694962,2.1939779001,-0.010040087,-0.072758029,0.1583850932,0.0170745892,0,159,-604,-0.0237868337,519.4486085947,0
1302,17830,31926,12985,1,2016-05-07 00:00:00,1.5038150998,-3.6785714286,-0.1179823234,-0.1837598111,0.4142857143,0.1294616098,0,12,-121,0.0412338045,97.2054868192,0
1303,20290,1125,12985,1,2016-05-07 00:00:00,-5.1656470588,-0.4028235294,-0.0427237432,-0.0011260023,-0.0282352941,0.2469745758,0,-56,421,0.0577102533,-270.1946437014,0
1304,21177,19877,12985,1,2016-05-07 00:00:00,2.794512989,0.4044731044,-0.0487147708,-0.0952475545,0.2252873563,-0.0472758351,0,47,-378,-0.0341151438,136.4386994681,0
1305,19910,8354,13132,10,2016-05-06 00:00:00,-3.4468531469,-3.9443687297,-0.0964146862,-0.0732754304,0.225,-0.0117960856,0,48,-382,0.0315747609,-45.78903494,0
1306,11575,30087,13132,10,2016-05-06 00:00:00,0.9590621088,-1.2087147017,-0.0477476519,-0.1016860801,0.225,-0.022048904,0,76,-481,0.0353651733,125.4051056631,0
1307,9305,9831,12981,10,2016-05-07 00:00:00,1.4996014348,1.9280922014,0.0170497922,-0.0192840075,0.0002989239,-0.069214454,0,55,-138,-0.0182774037,-4.5745639535,0
1308,23815,20099,12985,1,2016-05-07 00:00:00,-1.4884615385,0.667032967,0.0017809211,0.060196374,-0.0769230769,0.034426843,0,-2,7,0.0037112676,44.0414181652,0
1309,13576,28763,12985,1,2016-05-07 00:00:00,1.8587957493,-0.1717048304,-0.0834463112,-0.1350212592,0.3487394958,0.1675115431,0,111,-556,0.0593858711,208.0363843315,0
1310,7889,9652,12985,1,2016-05-07 00:00:00,0.4422338358,-0.4656229893,0.0091471598,0.0157544505,-0.0289915966,-0.0495388217,0,-91,198,-0.0056077349,65.1646938452,0
1311,13954,28742,12985,1,2016-05-07 00:00:00,0.7812903226,0.3303225806,0.0034624227,-0.0075983116,-0.0038709677,-0.0575659283,0,19,-248,-0.014131095,28.7751083888,0
1312,11742,28077,12985,1,2016-05-07 00:00:00,0.4872726829,0.6191190253,-0.0048954477,-0.0282685203,0.0603561387,0.0059961462,0,-3,-5,-0.0002707518,79.3196597627,0
1313,7317,43553,12987,1,2016-05-07 00:00:00,3.2475345168,-1.6222879684,-0.0652989275,-0.1571792178,0.3362919132,0.1399413191,0,70,-454,0.0262928135,418.7532080587,0
1314,21973,14530,12987,1,2016-05-07 00:00:00,-0.9187772592,2.1573242205,0.0571524202,0.0840637957,-0.1986111111,-0.0025698241,0,-27,312,-0.0498608348,-30.1423714499,0
1315,17264,18386,12987,1,2016-05-07 00:00:00,-1.0178300029,-1.4880952381,-0.1041283743,-0.1681495092,0.3333333333,0.2912350546,0,34,-329,0.1111459133,22.8203901528,0
1316,17749,8741,12987,1,2016-05-07 00:00:00,-1.3847525509,1.6480701741,-0.0292471804,0.014703441,-0.0293819656,-0.0004674685,0,-55,355,0.0176581748,-121.7743574056,0
1317,5058,4149,12981,10,2016-05-07 00:00:00,0.0420345184,-0.9183170286,0.0214113578,0.0285168605,-0.0077149447,-0.0091068909,0,-222,65,-0.0126734596,159.2414548941,0
1318,23550,1576,12982,12,2016-05-07 00:00:00,7.0413139426,-0.0420374792,0.0176167243,-0.0605619127,0.1805223935,0.0719589332,0,-621,740,0.0111398456,-11.4468952595,0
1319,16994,13445,12984,1,2016-05-06 00:00:00,1.0527934183,1.3611499482,0.0559916581,0.0860257725,-0.158737748,-0.0803624734,0,-8,20,-0.0544139884,103.458536471,0
1320,24849,11802,12984,1,2016-05-06 00:00:00,0.4556253785,1.2734826423,-0.0964131328,-0.1535867281,0.1849056604,0.0920829561,0,3,-4,0.0735155625,96.9437692749,0
1321,18016,12978,12985,1,2016-05-07 00:00:00,2.207498384,-0.7401422107,-0.1000265314,-0.1836315265,0.4104718811,0.0509014808,0,1,-23,0.0605325602,170.6469170917,0
1322,19883,7302,12985,1,2016-05-07 00:00:00,1.105313878,0.1219846491,0.0310749941,0.0104454489,0.0087719298,-0.0821649491,0,-2,67,-0.0312953471,-8.2369904452,0
1323,20548,28071,12985,1,2016-05-07 00:00:00,-2.1538461538,-0.541025641,0.0549514594,0.0415209068,-0.0538461538,0.0625092358,0,-8,69,0.0715471692,-34.4383676153,0
1324,13963,13070,12987,1,2016-05-07 00:00:00,-0.5873129009,-5.6072701354,-0.0470166286,-0.039639014,0.1275837491,0.0260304398,0,29,-299,0.0373091338,72.2366147988,0
1325,13898,38274,12987,1,2016-05-07 00:00:00,5.4279048224,-3.9615384615,-0.0854920397,-0.1946385741,0.4923076923,0.3366163004,0,20,-233,0.1019028293,205.770101833,0
1326,9671,26743,12987,1,2016-05-07 00:00:00,4.0292397661,-3.5263157895,-0.0487039168,-0.1179643864,0.3099415205,-0.0449918989,0,98,-527,0.0234853281,104.4551201235,0
1327,14479,28696,12987,1,2016-05-07 00:00:00,2.3882352941,-2.568627451,-0.1214571306,-0.2063278894,0.5098039216,0.2341517415,0,51,-357,0.1320164606,52.741363212,0
1328,21105,42737,12987,1,2016-05-07 00:00:00,1.2857142857,2.8571428571,-0.0323129252,-0.0915169516,0.1428571429,0.0979591837,0,0,0,0.0698159444,5.9632653061,0
1329,2034,13637,12987,1,2016-05-07 00:00:00,1.2866010531,-0.6032388664,0.0112179366,-0.0219112913,0.0263157895,0.0519751523,0,91,-168,0.0007546806,187.3521528062,0
1330,15075,2247,13134,10,2016-05-07 00:00:00,1.7720634712,0.662202381,0.0230344068,0.0450036377,-0.0104166667,-0.1043416361,0,-11,106,-0.035904895,100.4331747888,0
1331,10990,18483,13134,10,2016-05-07 00:00:00,1.8366759148,0.4756944444,0.0571163061,0.0664379199,-0.1329365079,-0.0891956093,0,54,-373,-0.0426499394,39.6991283539,0
1332,10995,17357,12811,1,2016-05-07 00:00:00,5.6080536815,-0.7018905473,-0.0032489631,-0.0662671257,0.1964676617,-0.0782690385,0,294,-722,-0.0247823455,810.9209552467,0
1333,1113,563,12811,1,2016-05-07 00:00:00,-0.2503767842,0.0935459086,-0.0095463467,-0.0286140014,0.0169035728,0.0365244616,0,467,-312,0.0302156428,-41.4489527175,0
1334,9658,11521,12984,1,2016-05-07 00:00:00,2.1310281511,0.5923240184,0.0004962217,-0.0274426468,0.0291828794,0.0291775127,0,24,-34,0.0118591669,86.7627284135,0
1335,736,11303,12984,1,2016-05-07 00:00:00,1.5547945205,0.3656791786,-0.101450334,-0.2022667521,0.4452054795,0.4040093077,0,155,-620,0.1775351882,209.6808306889,0
1336,26421,38463,12986,1,2016-05-07 00:00:00,0.5598683713,-2.5319148936,-0.051483945,-0.0815897473,0.2180851064,0.1981382587,0,-13,87,0.0436133782,54.8522848554,0
1337,9403,29732,12986,1,2016-05-07 00:00:00,-3.9148618372,-0.4972402025,0.017100999,0.0864338713,-0.1715210356,-0.0855126182,0,51,-338,-0.0202079418,-10.4035046606,0
1338,10901,11489,12986,1,2016-05-07 00:00:00,4.4101123596,-0.3550561798,0.004965235,-0.008106509,0.026565008,-0.0652366512,0,-6,26,-0.0286947623,302.6822464062,0
1339,12871,21559,12986,1,2016-05-07 00:00:00,-1.6203765227,0.3003322259,-0.0982562159,-0.1234645136,0.2361018826,0.0133994777,0,69,-472,0.0247401797,97.6911547168,0
1340,11816,13348,12986,1,2016-05-07 00:00:00,-1.2685583285,0.0723631729,0.0098655401,0.0624584065,-0.0754100971,-0.0128788515,0,-17,27,-0.0107080892,13.2799026011,0
1341,24003,22056,12987,1,2016-05-07 00:00:00,-1.7766798419,1.0513833992,0.0509548415,0.0428976237,-0.1765480896,-0.1919189478,0,-8,68,-0.0749976146,-109.7890107214,0
1342,25160,15019,12987,1,2016-05-07 00:00:00,2.074912892,0.2775842044,-0.0326697556,-0.0552581206,0.156213705,0.0576170862,0,-5,145,0.050926829,45.4026889365,0
1343,22979,10313,12987,1,2016-05-07 00:00:00,3.5227272727,-2.3321678322,-0.0870703199,-0.1259167468,0.3041958042,0.0330317652,0,6,-71,-0.0103506606,101.4169018482,0
1344,31663,30395,12987,1,2016-05-07 00:00:00,-0.9583333333,-1.375,-0.0524547274,-0.1016544118,0.2083333333,-0.0423611111,0,0,0,-0.0638487286,-1.6909722222,0
1345,36821,22269,13136,12,2016-05-07 00:00:00,-0.8750064287,0.3652777778,-0.0061412081,0.0151764057,-0.0069444444,0.0281389991,0,-9,116,0.0170059375,-75.7793358623,0
1346,34447,30507,12810,10,2016-05-07 00:00:00,-1.6077922078,-0.9930996742,0.0287920142,0.04962155,-0.1056277056,0.0204634782,0,0,0,-0.0037556204,99.2068960484,0
1347,7805,12190,12811,1,2016-05-07 00:00:00,4.2475570033,2.009771987,0.0259973788,-0.0008625612,-0.0293159609,-0.0626602012,0,121,-51,-0.0363142891,379.8340105675,0
1348,7757,4454,12811,1,2016-05-07 00:00:00,4.2784126618,0.3320994942,0.0284451374,-0.0236490461,0.0403656844,0.0077220398,0,73,-83,-0.0208853165,404.4612256143,0
1349,1181,7826,12811,1,2016-05-07 00:00:00,5.1048216014,-2.3083311153,0.0360723105,0.0076228056,0.033271227,-0.0947650987,0,20,-6,-0.0709105568,418.1153092241,0
1350,14609,12534,12980,10,2016-05-07 00:00:00,0.3348039216,-2.5589853329,-0.0064385418,-0.0129648483,0.0808823529,0.0371376154,0,-12,37,0.0064554397,-40.1342785581,0
1351,26221,3992,12984,1,2016-05-07 00:00:00,1.7364404919,1.6351190031,-0.0134362341,-0.0331496515,0.0780632411,-0.0101358512,0,-233,670,-0.0106039759,4.794551406,0
1352,29935,13797,12984,1,2016-05-07 00:00:00,-0.874097611,-1.2527910686,-0.0150999202,0.0039266337,0.0203349282,-0.009375287,0,-103,515,-0.0322135962,63.6987238357,0
1353,7895,14959,12986,1,2016-05-07 00:00:00,-0.6873236655,0.5806715807,-0.0440681587,-0.063624276,0.1253071253,0.0317838511,0,78,-319,0.0134842201,89.4794681356,0
1354,12614,5129,12986,1,2016-05-07 00:00:00,-2.9915632754,0.7196650124,-0.0224326617,-0.0141052063,0.0260545906,0.0340063427,0,-520,393,0.0164268939,-280.3078672546,0
1355,24084,8722,12986,1,2016-05-07 00:00:00,0.9057492029,1.0851439675,-0.0254145464,-0.0165779731,0.0194311959,-0.0285179132,0,0,3,-0.0178774221,-22.4718706413,0
1356,16433,10590,12986,1,2016-05-07 00:00:00,1.464633944,-1.089177798,0.0247605835,0.033525921,-0.0691071429,-0.0141371676,0,-61,188,-0.0233186134,-303.2546938937,0
1357,14465,24721,13128,10,2016-05-07 00:00:00,-0.6434259312,0.0682500941,0.0287484403,0.0874620808,-0.15,0.015896738,0,68,-414,0.0087474189,34.6192201383,0
1358,10051,26965,13128,10,2016-05-07 00:00:00,-0.3995385176,0.7121493441,-0.0461819688,-0.0646426581,0.0888888889,0.0756268082,0,137,-583,0.0630910827,12.8776089153,0
1359,11224,30856,13129,12,2016-05-07 00:00:00,-1.7097573714,-0.9100818517,0.062360198,0.0992304472,-0.1885186961,-0.0213629577,0,60,-413,-0.0373611409,53.4672842411,0
1360,25539,23471,13130,12,2016-05-07 00:00:00,0.5505338162,1.5073013581,-0.0149470951,-0.0618710709,0.1727982163,0.0345115834,0,-15,90,0.0328843179,23.2694176783,0
1361,8515,7984,13131,12,2016-05-07 00:00:00,-0.8148654034,0.3007824311,0.0024961314,0.0786232565,-0.1063177264,-0.077927853,0,-31,129,-0.0455809438,19.0474976279,0
1362,22429,12194,13138,10,2016-05-07 00:00:00,1.4046322956,1.7078968279,-0.0039291897,-0.0004098729,-0.0172313084,-0.0997999624,0,3,-89,0.004055109,82.8460925419,0
1363,9109,21070,13138,10,2016-05-07 00:00:00,-2.8921210419,-0.5497093023,-0.1085482818,-0.1387882146,0.1901162791,0.0876371736,0,39,-147,0.0983233715,-104.907139398,0
1364,1075,677,12810,10,2016-05-07 00:00:00,4.0619366017,0.7666192715,0.0283529899,-0.0108379221,-0.0228110847,-0.0214130725,0,-2215,2,-0.0147929206,631.5584968952,0
1365,20193,1747,12811,1,2016-05-07 00:00:00,1.4890720436,0.4594641845,-0.0247657564,-0.040567673,0.0851056001,0.0122507946,0,-102,216,0.0158842328,81.4124619635,0
1366,8517,26140,12984,1,2016-05-07 00:00:00,-2.3667668791,0.0502604179,0.0001032468,0.015544309,-0.0352380952,0.0009319809,0,104,-179,-0.0058271688,64.3972686537,0
1367,18155,12594,12984,1,2016-05-07 00:00:00,-0.8382328503,-0.4987570255,0.0145497867,0.0543492534,-0.1431041937,-0.0444956386,0,-69,285,-0.0082164968,-297.5208088114,0
1368,30868,748,12986,1,2016-05-07 00:00:00,-4.0246422893,-1.2761585013,-0.0259767006,-0.0155394194,0.0113937467,0.0901599613,0,-125,562,0.0472237504,-601.9383965493,0
1369,13800,4236,12986,1,2016-05-07 00:00:00,-2.1909457298,-0.6786099291,-0.0258847448,-0.0065253308,-0.0119148936,0.0646018796,0,-280,315,0.0413686776,-366.9686704018,0
1370,882,7801,12986,1,2016-05-07 00:00:00,1.3201863842,0.5085458323,-0.0372644849,-0.0812536702,0.1713254135,0.0525060683,0,451,-237,0.0069330387,191.7312839699,0
1371,38278,25332,12810,10,2016-05-07 00:00:00,2.3221052632,1.3005847953,0.0055754976,0.0016634097,-0.0107602339,0.0085055767,0,0,0,-0.0115006322,-83.5921453523,0
1372,9043,13820,12811,1,2016-05-07 00:00:00,-0.7258399124,-2.1748646502,-0.0273566191,-0.0135241346,0.055984556,0.04376998,0,490,-284,0.0125963455,166.0653093006,0
1373,13429,10202,12811,1,2016-05-07 00:00:00,1.3747123262,-0.8451164503,-0.0096835619,-0.0328562679,0.0915953236,0.0128386463,0,-224,141,0.0094758246,298.2538610264,0
1374,619,6002,12811,1,2016-05-07 00:00:00,-3.6906574394,-0.9947648427,-0.0460909426,0.0029815132,-0.0036299536,0.0702960773,0,211,-49,0.0517435826,-416.7332095877,0
1375,427,29932,12811,1,2016-05-07 00:00:00,-3.4678462709,0.3510527738,-0.0024364298,0.0141343844,-0.0423642821,0.002954898,0,1253,-775,0.0219939255,180.5409238562,0
1376,935,26218,12980,10,2016-05-07 00:00:00,-1.1161978305,-0.7155727156,-0.0172547532,-0.0019648526,0.0321750322,0.0102900166,0,780,-734,0.0244791314,70.5306819509,0
1377,20847,13277,12983,12,2016-05-07 00:00:00,-0.0661396574,0.5944664032,0.0121935509,0.0095775114,0.0025032938,0.0093620013,0,-23,95,-0.007126997,-124.4826595041,0
1378,22807,9243,12984,1,2016-05-07 00:00:00,2.051134244,-0.4741136496,-0.007421668,-0.06855369,0.1156278229,0.0273118433,0,-62,259,-0.018631034,-34.0176992318,0
1379,14739,11438,12984,1,2016-05-07 00:00:00,-0.4468176622,-0.6135788587,0.0080297871,0.010461561,0.0052492475,-0.0027661758,0,-230,291,-0.0061422826,-298.6730930183,0
1380,20654,7818,12984,1,2016-05-07 00:00:00,-0.9239626951,0.7675104682,-0.0098359116,0.0017817305,-0.0436334222,-0.0147089686,0,-529,624,0.0109438786,-582.9029952054,0
1381,26922,20819,12986,1,2016-05-07 00:00:00,-1.6377531563,-1.485042735,-0.0504912332,0.0245561091,-0.0192307692,-0.0660866277,0,78,-334,-0.0268633495,-31.8369266071,0
1382,23147,29665,13135,10,2016-05-07 00:00:00,4.1583484978,1.2693831353,0.0995402907,0.0989197676,-0.2354272779,-0.1616972,0,-11,27,-0.1190982903,146.029171432,0
1383,40434,25368,13135,10,2016-05-07 00:00:00,0.2291083579,-1.2712329626,-0.0156600081,0.0331166328,-0.0763636364,-0.0122902237,0,7,-36,-0.0552599707,-24.606527435,0
1384,18771,22068,13137,10,2016-05-07 00:00:00,0.2924728454,0.1304583355,-0.0196423749,-0.0305966786,0.0987654321,-0.0328523329,0,2,-38,-0.0207439833,64.1237943125,0
1385,7555,14477,13137,10,2016-05-07 00:00:00,0.0475198851,1.237153232,-0.0407856334,-0.0999731325,0.1745620528,0.0593204725,0,111,-559,0.0494195455,158.1790264293,0
1386,6848,10415,12811,1,2016-05-07 00:00:00,-0.1360457724,1.0961008688,-0.0038981769,-0.039757571,0.0729497775,-0.0006085427,0,682,-325,0.0075949266,316.4776777259,0
1387,6081,11981,12811,1,2016-05-07 00:00:00,1.5479841687,-0.720231823,0.0169126884,0.0218485093,-0.0234457323,-0.0446756801,0,857,-437,-0.0336929169,293.5980357339,0
1388,13447,31290,12811,1,2016-05-07 00:00:00,-2.3322309275,-2.7528605887,-0.0641297167,-0.0179829503,0.0702811245,0.0724849592,0,101,-479,0.0463034423,194.3514712003,0
1389,38230,30292,12980,12,2016-05-07 00:00:00,1.1293800539,0.5566037736,0.0651760184,0.0410661656,-0.1118598383,0.0037879958,0,0,0,0.0004820713,-17.2598841965,0
1390,10404,6276,12984,1,2016-05-07 00:00:00,-3.165,0.3883333333,-0.0245962616,0.0047845547,-0.0333333333,0.0258097453,0,-171,385,0.0513685894,-76.7638082707,0
1391,25533,10400,12984,1,2016-05-07 00:00:00,3.4171524024,2.3175288908,0.026856805,-0.0143660621,-0.0085862404,-0.0159565537,0,-159,477,-0.0227604152,48.4536122838,0
1392,24840,8721,12986,1,2016-05-07 00:00:00,0.7878721537,-0.75,-0.0047496046,-0.0121301162,0.0607142857,0.000718414,0,-112,362,0.0053871384,-54.0004628263,0
1393,8946,12195,12986,1,2016-05-07 00:00:00,2.7424358807,1.8510972961,0.0276032325,-0.0050982729,-0.0447906524,-0.0404581973,0,191,-642,-0.0208883908,263.0326561096,0
