,ID1_G,ID2_G,ID_T_G,ID_R_G,DATE_G,DF_ACE,AVR_DF,DF_PFS,DF_PSS,WIN,Break,H2H,DF_POINT,DF_RANK,PPM,complet,FATIGUE
33,891,23160,13225,5,2016-06-02 00:00:00,6.1533122955,-1.4138041779,-0.0671918044,-0.1426266714,0.3728036669,-0.1687600904,0,334,-749,0.0060529861,660.734258274,0
34,22949,13804,13225,5,2016-06-02 00:00:00,2.6809311426,1.0495614035,-0.0098002084,-0.0473940825,0.0894736842,0.0528227413,0,-8,169,-0.011785815,-13.6438030934,0
35,28346,29667,13225,5,2016-06-02 00:00:00,0.6196133435,0.7450826121,-0.0316045129,-0.0353465531,0.077104642,0.0694607495,0,12,-121,0.0137802407,30.3264856636,0
36,14861,30931,13227,5,2016-06-02 00:00:00,1.3024383528,-0.0102040816,-0.0520995964,-0.0674282396,0.1836734694,0.0779374412,0,53,-416,0.0518730293,53.5970916572,0
37,23240,28813,13227,5,2016-06-02 00:00:00,1.625,1.7916666667,-0.0722891004,-0.1252840909,0.25,0.206785113,0,4,-9,0.0517921851,37.4519751082,0
38,19871,34693,13227,5,2016-06-02 00:00:00,1.3172322186,-0.2934204492,-0.0850699321,-0.1228933356,0.3257575758,0.0346085831,0,11,-77,0.0463698436,32.7301479598,0
39,25861,29047,13227,5,2016-06-02 00:00:00,1.9787234043,1.5957446809,-0.0975770003,-0.2109406597,0.4954407295,0.2503353114,0,45,-322,0.0814128525,58.6118786651,0
40,14479,44545,13232,5,2016-06-02 00:00:00,1.7549019608,0.2647058824,-0.06085107,-0.1028796135,0.3431372549,0.1948660272,0,51,-357,0.110201778,51.8782679739,0
41,9941,25934,13232,5,2016-06-02 00:00:00,0.1485931836,-0.826,-0.0371903393,-0.0300111207,0.09,-0.1177712147,0,91,-520,-0.0298223261,78.6162686347,0
42,17358,29967,13232,5,2016-06-02 00:00:00,-0.6589674721,0.2886936737,-0.0830018092,-0.1179585798,0.2555555556,-0.098245212,0,18,-212,0.0539163974,21.0291274817,0
